,filename
0,44112318_S.png
1,44112318_W.png
2,44112323_W.png
3,44113302_N.png
4,44113302_S.png
5,44113302_W.png
6,44113303_W.png
7,44113304_E.png
8,44113304_S.png
9,44113304_W.png
10,44113307_W.png
11,44113309_N.png
12,44113322_E.png
13,44113322_S.png
14,44113322_W.png
15,441373_0.png
16,441825_0.png
17,44201301_E.png
18,44201301_W.png
19,44201304_E.png
20,44201304_S.png
21,44201304_W.png
22,44201305_E.png
23,44201305_S.png
24,44201305_W.png
25,44201310_N.png
26,44201313_N.png
27,44201317_N.png
28,44201317_W.png
29,44201319_E.png
30,44201319_S.png
31,44201319_W.png
32,44201320_E.png
33,44201320_S.png
34,44201320_W.png
35,44201323_W.png
36,44201328_N.png
37,44201333_N.png
38,44201334_N.png
39,44201338_E.png
40,44201338_S.png
41,44201338_W.png
42,44201340_E.png
43,44201340_S.png
44,44201340_W.png
45,44201342_S.png
46,44201342_W.png
47,44201344_S.png
48,44201344_W.png
49,44201347_E.png
50,44201347_S.png
51,44201347_W.png
52,44201351_N.png
53,44201355_N.png
54,44201365_E.png
55,44201365_S.png
56,44201365_W.png
57,44201366_S.png
58,44201366_W.png
59,44201369_N.png
60,44201376_N.png
61,44201387_W.png
62,44202303_N.png
63,44202307_N.png
64,44202308_E.png
65,44202308_S.png
66,44202308_W.png
67,44202309_E.png
68,44202309_S.png
69,44202309_W.png
70,44202310_E.png
71,44202310_S.png
72,44202310_W.png
73,44202311_E.png
74,44202311_S.png
75,44202312_W.png
76,44202313_E.png
77,44202313_S.png
78,44202314_E.png
79,44202314_W.png
80,44202315_E.png
81,44202315_S.png
82,44202315_W.png
83,44202317_S.png
84,44202317_W.png
85,44202318_N.png
86,44202320_N.png
87,44202321_N.png
88,44202324_N.png
89,44202325_W.png
90,44202327_N.png
91,44202328_E.png
92,44202339_N.png
93,44202340_E.png
94,44202342_N.png
95,44202349_E.png
96,44202357_W.png
97,44202359_N.png
98,44202360_W.png
99,44202363_N.png
100,44301301_N.png
101,44301312_W.png
102,44301313_W.png
103,44301314_N.png
104,44301315_S.png
105,44302302_S.png
106,44302304_S.png
107,44302304_W.png
108,44303302_E.png
109,44303302_S.png
110,44303305_S.png
111,44303305_W.png
112,44502307_N.png
113,44601303_E.png
114,44602303_E.png
115,44602303_S.png
116,44602305_E.png
117,44602305_S.png
118,44603302_E.png
119,44603302_W.png
120,44603303_S.png
121,44603303_W.png
122,44603305_E.png
123,44603305_S.png
124,44603305_W.png
125,44603306_E.png
126,44603307_S.png
127,44603307_W.png
128,44603309_N.png
129,44604300_S.png
130,44604301_E.png
131,44604301_W.png
132,44604304_E.png
133,44604304_S.png
134,44604305_E.png
135,44604305_W.png
136,44604308_N.png
137,44604313_N.png
138,447328_0.png
139,450104_1.png
140,450228_0.png
141,455738_0.png
142,461260_0.png
143,463943_0.png
144,466746_0.png
145,472652_0.png
146,475137_0.png
147,475194_0.png
148,478044_0.png
149,480651_0.png
150,486377_0.png
151,492140_0.png
152,494728_0.png
153,494748_0.png
154,494816_0.png
155,494816_1.png
156,494983_0.png
157,497648_0.png
158,50512304_S.png
159,509013_0.png
160,51101303_N.png
161,51101304_N.png
162,51102303_S.png
163,51102303_W.png
164,51102326_E.png
165,51102326_S.png
166,51102326_W.png
167,51201304_W.png
168,51201307_W.png
169,51201319_E.png
170,51201319_S.png
171,51201323_E.png
172,51201329_N.png
173,51201331_N.png
174,51201338_W.png
175,51201346_E.png
176,51201346_S.png
177,51202306_N.png
178,51202357_S.png
179,51202357_W.png
180,51202360_N.png
181,51202374_W.png
182,51302321_W.png
183,51302326_E.png
184,51303335_N.png
185,51304310_N.png
186,51304324_E.png
187,51304332_E.png
188,51304340_N.png
189,51304341_W.png
190,51304343_W.png
191,51304349_N.png
192,51304352_N.png
193,51305306_E.png
194,51305307_W.png
195,51305319_W.png
196,51305321_E.png
197,51305322_E.png
198,51305336_N.png
199,51305338_E.png
200,51305341_S.png
201,51305342_W.png
202,51305343_W.png
203,51305346_E.png
204,51305348_N.png
205,51305351_N.png
206,51305359_W.png
207,51305367_E.png
208,51305367_W.png
209,51305368_N.png
210,51311308_S.png
211,51311327_N.png
212,51311331_W.png
213,51311342_N.png
214,51311345_N.png
215,51311349_W.png
216,51311351_E.png
217,51311351_S.png
218,51311356_S.png
219,51312301_E.png
220,51312302_E.png
221,51312302_W.png
222,51312303_N.png
223,51312304_E.png
224,51312304_S.png
225,51312305_S.png
226,51312306_E.png
227,51312307_S.png
228,51312309_E.png
229,51312309_N.png
230,51312320_W.png
231,51312322_W.png
232,51312323_W.png
233,51313318_S.png
234,51314302_E.png
235,51314308_N.png
236,51314323_W.png
237,51314324_W.png
238,51315315_E.png
239,51316309_W.png
240,51316310_E.png
241,51316315_S.png
242,51316340_N.png
243,51316341_N.png
244,513998_0.png
245,51411308_W.png
246,51412302_S.png
247,51412303_E.png
248,51412303_S.png
249,51412303_W.png
250,51412314_N.png
251,51413302_E.png
252,51413307_W.png
253,51413320_W.png
254,51413327_S.png
255,51414303_S.png
256,51414306_W.png
257,51414320_W.png
258,51415303_S.png
259,51415305_E.png
260,514346_0.png
261,51501302_E.png
262,51501302_S.png
263,51501303_W.png
264,51501304_E.png
265,51501306_E.png
266,51501307_W.png
267,51501308_N.png
268,51501309_N.png
269,51501318_W.png
270,51501323_E.png
271,51501323_W.png
272,51501325_W.png
273,51501326_E.png
274,51501328_N.png
275,51501331_N.png
276,51501332_N.png
277,51501336_W.png
278,51501337_N.png
279,51501338_S.png
280,51501338_W.png
281,51501344_E.png
282,51501344_W.png
283,51501345_E.png
284,51501345_S.png
285,51501350_N.png
286,51501352_N.png
287,51501360_E.png
288,51501360_S.png
289,51501362_W.png
290,51501366_W.png
291,51501434_S.png
292,51502302_N.png
293,51502303_N.png
294,51502304_W.png
295,51502305_N.png
296,51502306_N.png
297,51502308_S.png
298,51502308_W.png
299,51502310_E.png
300,51502310_W.png
301,51502311_E.png
302,51502311_W.png
303,51502314_W.png
304,51502315_W.png
305,51502329_W.png
306,51502336_S.png
307,51502337_W.png
308,51502340_N.png
309,51502344_N.png
310,51502345_N.png
311,51502351_E.png
312,51502356_E.png
313,51502356_S.png
314,51502357_E.png
315,51502370_W.png
316,51502371_W.png
317,51502372_S.png
318,51502372_W.png
319,51502373_S.png
320,51502373_W.png
321,51502374_W.png
322,51502375_E.png
323,51502376_E.png
324,51502376_S.png
325,51503303_N.png
326,51503304_N.png
327,51503304_W.png
328,51503305_N.png
329,51503306_N.png
330,51503307_N.png
331,51503308_S.png
332,51503308_W.png
333,51503309_E.png
334,51503309_S.png
335,51503309_W.png
336,51503310_E.png
337,51503310_S.png
338,51503310_W.png
339,51503311_E.png
340,51503311_S.png
341,51503312_S.png
342,51503312_W.png
343,51503314_E.png
344,51503314_S.png
345,51503314_W.png
346,51503315_E.png
347,51503315_S.png
348,51503315_W.png
349,51503316_E.png
350,51503316_W.png
351,51503317_S.png
352,51503317_W.png
353,51503320_N.png
354,51503322_N.png
355,51503323_N.png
356,51503324_N.png
357,51503325_N.png
358,51503327_N.png
359,51503328_E.png
360,51503328_W.png
361,51503330_E.png
362,51503330_S.png
363,51503330_W.png
364,51503331_E.png
365,51503331_S.png
366,51503331_W.png
367,51503332_E.png
368,51503332_S.png
369,51503332_W.png
370,51503333_E.png
371,51503333_W.png
372,51503334_S.png
373,51503334_W.png
374,51503335_E.png
375,51503335_S.png
376,51503335_W.png
377,51503336_W.png
378,51503338_N.png
379,51503339_N.png
380,51503339_W.png
381,51503342_N.png
382,51503350_S.png
383,51503350_W.png
384,51503353_E.png
385,51503353_W.png
386,51503355_E.png
387,51503355_S.png
388,51503355_W.png
389,51503356_E.png
390,51503356_W.png
391,51503357_E.png
392,51503357_S.png
393,51503358_N.png
394,51503361_N.png
395,51503362_N.png
396,51503363_N.png
397,51503364_N.png
398,51503365_N.png
399,51503366_N.png
400,51503367_N.png
401,51503368_E.png
402,51503368_S.png
403,51503368_W.png
404,51503369_E.png
405,51503370_S.png
406,51503370_W.png
407,51503371_S.png
408,51503371_W.png
409,51503372_E.png
410,51503372_S.png
411,51503372_W.png
412,51503374_E.png
413,51503374_W.png
414,51503375_E.png
415,51503375_S.png
416,51503375_W.png
417,51503376_E.png
418,51503376_W.png
419,51503378_N.png
420,51503380_N.png
421,51503382_N.png
422,51503383_N.png
423,51503384_N.png
424,51503385_N.png
425,51503385_S.png
426,51503386_N.png
427,51503387_N.png
428,51503388_E.png
429,51503388_S.png
430,51503389_S.png
431,51503389_W.png
432,51503390_E.png
433,51503390_S.png
434,51503391_S.png
435,51503394_S.png
436,51503394_W.png
437,51503395_E.png
438,51503395_W.png
439,51503396_E.png
440,51503396_W.png
441,51503397_E.png
442,51503399_N.png
443,51503400_E.png
444,51503400_S.png
445,51503400_W.png
446,51503401_E.png
447,51503401_W.png
448,51503402_E.png
449,51503402_S.png
450,51503403_E.png
451,51503403_W.png
452,51503406_S.png
453,51503407_E.png
454,51503407_S.png
455,51503407_W.png
456,51503409_N.png
457,51503410_N.png
458,51503410_S.png
459,51503411_N.png
460,51503412_N.png
461,51503413_N.png
462,51503416_N.png
463,51503417_N.png
464,51503418_E.png
465,51503418_S.png
466,51503420_E.png
467,51503420_W.png
468,51503421_E.png
469,51503421_S.png
470,51503421_W.png
471,51503422_E.png
472,51503424_E.png
473,51503424_S.png
474,51503424_W.png
475,51503425_E.png
476,51503426_E.png
477,51503426_S.png
478,51503426_W.png
479,51503427_E.png
480,51503427_S.png
481,51503427_W.png
482,51503429_N.png
483,51503430_N.png
484,51503439_W.png
485,51504311_W.png
486,51504316_S.png
487,51504340_N.png
488,51504366_N.png
489,51512318_N.png
490,52101305_N.png
491,52101308_S.png
492,52101310_S.png
493,52102313_N.png
494,52111302_N.png
495,52201319_S.png
496,52201319_W.png
497,52233323_E.png
498,522932_0.png
499,52511302_E.png
500,52511302_S.png
501,52511303_E.png
502,52511303_S.png
503,52511304_E.png
504,52511304_W.png
505,52511305_S.png
506,52511305_W.png
507,52511307_E.png
508,52511307_S.png
509,52511307_W.png
510,52511308_N.png
511,52511309_N.png
512,52511310_N.png
513,52511311_N.png
514,52511313_N.png
515,52511314_N.png
516,52511315_N.png
517,52511317_N.png
518,52512301_N.png
519,52512302_N.png
520,52512303_N.png
521,52512304_S.png
522,52512305_N.png
523,52512306_N.png
524,52512307_N.png
525,52512308_E.png
526,52512308_S.png
527,52512308_W.png
528,52512309_E.png
529,52512309_S.png
530,52512309_W.png
531,52512310_E.png
532,52512310_S.png
533,52512310_W.png
534,52512311_E.png
535,52512311_S.png
536,52512311_W.png
537,52512313_E.png
538,52512313_S.png
539,52512313_W.png
540,52512314_E.png
541,52512314_S.png
542,52512315_E.png
543,52512315_S.png
544,52512316_E.png
545,52512316_S.png
546,52512317_E.png
547,52512317_N.png
548,52512317_S.png
549,52512318_N.png
550,52512319_N.png
551,52512320_N.png
552,52512321_N.png
553,52512325_N.png
554,52512326_N.png
555,52512328_E.png
556,52512328_S.png
557,52512329_E.png
558,52512329_S.png
559,52601301_N.png
560,531188_0.png
561,53313308_W.png
562,53411303_W.png
563,53411304_S.png
564,53411304_W.png
